1,2898962,龙悦小区二区-松江 新上架 电梯房 非一楼,龙悦小区二区 ,九亭松江,http://sh.baletu.com/house/2898962.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=1,1500,合租,18,9,-,1562,4.5,2529人评论,2019-10-28 发布
2,5817906,文浦苑-松江 独卫 新上架 电梯房 非一楼 主卧,文浦苑 ,九亭松江,http://sh.baletu.com/house/5817906.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=2,2100,合租,20,-,-,1562,4.5,5483人评论,2019-10-28 发布
3,5954728,上海车市（沪南路4789弄）-浦东 独卫 新上架 非一楼,上海车市（沪南路4789弄） ,航头浦东,http://sh.baletu.com/house/5954728.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=3,900,合租,15,-,白墙,224,4.5,831人评论,2019-10-28 发布
4,743016,莱顿小城怡林花园-松江 带阳台 保洁服务 维修服务 新上架 电梯房 非一楼,莱顿小城怡林花园 ,松江大学城松江,http://sh.baletu.com/house/743016.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=4,1700,合租,22,9,-,1945,4.5,2561人评论,2019-10-28 发布
5,4704717,荣欣苑-松江 新上架 电梯房 非一楼,荣欣苑 ,松江老城松江,http://sh.baletu.com/house/4704717.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=5,1150,合租,18,-,仓丰路玉树路,137,4.5,819人评论,2019-10-28 发布
6,6161221,易安小区-松江 独卫 新上架,易安小区 ,九亭松江,http://sh.baletu.com/house/6161221.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=6,1800,合租,18,-,-,137,4.5,2529人评论,2019-10-28 发布
7,3504158,远洋香奈（远洋悦庭）-宝山 近地铁 新上架 电梯房 非一楼,远洋香奈（远洋悦庭） ,杨行宝山,http://sh.baletu.com/house/3504158.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=7,1200,合租,15,1,-,521,4.5,4375人评论,2019-10-28 发布
8,3378177,九里亭花苑-松江 近地铁 独卫 新上架 智能电表 非一楼,九里亭花苑 ,九亭松江,http://sh.baletu.com/house/3378177.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=8,1800,合租,12,9,-,619,4.5,6149人评论,2019-10-28 发布
9,2497632,爱博二村-闵行 独卫 维修服务 新上架 电梯房 智能电表 非一楼,爱博二村 ,华漕闵行,http://sh.baletu.com/house/2497632.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=9,2200,合租,15,-,申滨路宁虹路,244,4.5,9892人评论,2019-10-28 发布
10,4655737,樟馨家园-松江 新上架 非一楼,樟馨家园 ,松江老城松江,http://sh.baletu.com/house/4655737.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=10,800,合租,15,9,-,949,4.5,819人评论,2019-10-28 发布
11,3017869,锦秋花园八期-宝山 近地铁 新上架 非一楼,锦秋花园八期 ,上大宝山,http://sh.baletu.com/house/3017869.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=11,2880,合租,20,7,-,457,4.5,3420人评论,2019-10-28 发布
12,4619694,菜花泾小区（菜花泾25弄）-松江 新上架 非一楼,菜花泾小区（菜花泾25弄） ,松江老城松江,http://sh.baletu.com/house/4619694.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=12,1100,合租,15,9,-,963,4.5,898人评论,2019-10-28 发布
13,5969389,佘北家园凤尾苑-松江 独卫 保洁服务 新上架 电梯房 非一楼,佘北家园凤尾苑 ,佘山松江,http://sh.baletu.com/house/5969389.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=13,1500,合租,18,-,高登山路勋业路,228,4.5,1262人评论,2019-10-28 发布
14,1549627,山语原墅-松江 近地铁 新上架 智能电表 非一楼,山语原墅 ,泗泾松江,http://sh.baletu.com/house/1549627.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=14,700,合租,15,9,-,904,4.5,4506人评论,2019-10-28 发布
15,6003942,三盛颐景园-松江 新上架,三盛颐景园 ,九亭松江,http://sh.baletu.com/house/6003942.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=15,1500,合租,18,-,涞亭南路顾戴路,251,4.5,5045人评论,2019-10-28 发布
16,5537770,高申北苑-浦东 新上架 电梯房 非一楼,高申北苑 ,金桥浦东,http://sh.baletu.com/house/5537770.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=16,1280,合租,12,6,-,802,4.5,6607人评论,2019-10-28 发布
17,2194803,绿庭尚城-松江 新上架 电梯房 非一楼 主卧,绿庭尚城 ,九亭松江,http://sh.baletu.com/house/2194803.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=17,1600,合租,28,9,-,1238,4.5,5483人评论,2019-10-28 发布
18,445662,富弘苑-宝山 保洁服务 新上架 智能电表 非一楼 朝南,富弘苑 ,共富宝山,http://sh.baletu.com/house/445662.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=18,1650,合租,13,1,-,1263,4.5,20475人评论,2019-10-28 发布
19,580265,爱博五村-闵行 新上架 电梯房 非一楼 主卧,爱博五村 ,华漕闵行,http://sh.baletu.com/house/580265.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=19,1950,合租,14,-,北翟路申长路,304,4.5,9892人评论,2019-10-28 发布
20,5886660,启民苑-松江 新上架 电梯房 非一楼,启民苑 ,九亭松江,http://sh.baletu.com/house/5886660.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=20,1900,合租,20,-,-,304,4.5,743人评论,2019-10-28 发布
21,1200369,象屿名城-松江 新上架 电梯房 非一楼,象屿名城 ,九亭松江,http://sh.baletu.com/house/1200369.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=21,1000,合租,15,9,-,722,4.5,5483人评论,2019-10-28 发布
22,6052042,金地玺湾-松江 近地铁 新上架 非一楼,金地玺湾 ,泗泾松江,http://sh.baletu.com/house/6052042.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=22,1900,合租,20,-,-,722,4.5,5402人评论,2019-10-28 发布
23,598909,爱博三村-闵行 独卫 维修服务 新上架 电梯房 智能电表 非一楼 朝南,爱博三村 ,华漕闵行,http://sh.baletu.com/house/598909.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=23,3900,合租,19,-,宁虹路申滨路,297,4.5,9892人评论,2019-10-28 发布
24,5459075,蟠龙馨苑-青浦 近地铁 带阳台 保洁服务 新上架 电梯房 非一楼,蟠龙馨苑 ,徐泾青浦,http://sh.baletu.com/house/5459075.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=24,2500,合租,20,17,-,952,4.5,1337人评论,2019-10-28 发布
25,5868465,久富苑-松江 独卫 带阳台 保洁服务 新上架 电梯房 非一楼 主卧,久富苑 ,九亭松江,http://sh.baletu.com/house/5868465.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=25,1700,合租,18,-,-,952,4.5,2529人评论,2019-10-28 发布
26,1363452,嘉骏花苑-宝山 保洁服务 新上架 智能电表,嘉骏花苑 ,淞南宝山,http://sh.baletu.com/house/1363452.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=26,2050,合租,24,3,-,1507,4.5,20475人评论,2019-10-28 发布
27,3387990,康桥水都（水产路2700弄）-宝山 近地铁 保洁服务 新上架 电梯房 智能电表 非一楼,康桥水都（水产路2700弄） ,共富宝山,http://sh.baletu.com/house/3387990.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=27,1690,合租,9,1,-,797,4.5,20475人评论,2019-10-28 发布
28,3341228,同济城市雅筑（环城路860号）-松江 新上架 电梯房 非一楼,同济城市雅筑（环城路860号） ,松江老城松江,http://sh.baletu.com/house/3341228.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=28,650,合租,12,9,-,1612,4.5,758人评论,2019-10-28 发布
29,4629798,杨泰三村西区-宝山 保洁服务 新上架 非一楼 主卧,杨泰三村西区 ,杨行宝山,http://sh.baletu.com/house/4629798.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=29,1590,合租,17,1,-,953,4.5,20475人评论,2019-10-28 发布
30,452143,锦秋花园七期-宝山 近地铁 新上架,锦秋花园七期 ,上大宝山,http://sh.baletu.com/house/452143.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=30,2880,合租,20,7,-,407,4.5,3420人评论,2019-10-28 发布
31,452167,经纬泓汇地标家园（经纬城市绿洲四期）-宝山 近地铁 带阳台 新上架 朝南,经纬泓汇地标家园（经纬城市绿洲四期） ,上大宝山,http://sh.baletu.com/house/452167.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=31,2400,合租,22,7,-,315,4.5,3420人评论,2019-10-28 发布
32,1019704,金桥新城-浦东 新上架 电梯房 非一楼,金桥新城 3室1厅1卫,金桥浦东,http://sh.baletu.com/house/1019704.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=32,7600,整租,80,12,-,1992,4.5,14140人评论,2019-10-28 发布
33,1438195,二联馨苑-闵行 新上架 电梯房 非一楼 主卧 朝南,二联馨苑 ,华漕闵行,http://sh.baletu.com/house/1438195.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=33,2500,合租,20,2,-,1275,4.5,2452人评论,2019-10-28 发布
34,6155827,和欣国际花园-宝山 近地铁 新上架 电梯房 非一楼 主卧,和欣国际花园 ,共康宝山,http://sh.baletu.com/house/6155827.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=34,2600,合租,23,1,-,510,4.5,2411人评论,2019-10-28 发布
35,521857,嘉和阳光城-松江 近地铁 新上架 非一楼,嘉和阳光城 ,九亭松江,http://sh.baletu.com/house/521857.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=35,1300,合租,7,9,-,576,4.5,9445人评论,2019-10-28 发布
36,3455173,粤秀名邸-静安 带阳台 新上架 电梯房 非一楼,粤秀名邸 ,彭浦静安,http://sh.baletu.com/house/3455173.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=36,1600,合租,14,1,-,1408,4.5,3165人评论,2019-10-28 发布
37,4759463,上海源花城-松江 新上架 电梯房 非一楼 主卧 朝南,上海源花城 ,九亭松江,http://sh.baletu.com/house/4759463.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=37,2200,合租,25,9,-,1704,4.5,5483人评论,2019-10-28 发布
38,6121002,顾村镇白杨村-宝山 新上架 非一楼,顾村镇白杨村 ,顾村宝山,http://sh.baletu.com/house/6121002.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=38,1500,合租,15,-,-,1704,4.5,2319人评论,2019-10-28 发布
39,1115494,枫叶公寓-虹口 近地铁 新上架 电梯房 非一楼 朝南,枫叶公寓 ,江湾镇虹口,http://sh.baletu.com/house/1115494.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=39,2360,合租,16,3,-,292,4.5,10802人评论,2019-10-28 发布
40,1049945,茸联苑-松江 新上架 非一楼,茸联苑 ,松江老城松江,http://sh.baletu.com/house/1049945.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=40,699,合租,12,-,中山东路环城路,162,4.5,857人评论,2019-10-28 发布
41,6047379,上海车市（沪南路4789弄）-浦东 独卫 保洁服务 新上架 电梯房 非一楼,上海车市（沪南路4789弄） ,航头浦东,http://sh.baletu.com/house/6047379.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=41,1200,合租,16,-,白墙,224,4.5,4720人评论,2019-10-28 发布
42,6150077,莱顿小城怡林花园-松江 独卫 新上架 非一楼,莱顿小城怡林花园 ,松江大学城松江,http://sh.baletu.com/house/6150077.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=42,2100,合租,20,9,-,1945,4.5,2561人评论,2019-10-28 发布
43,5776717,爱博二村-闵行 维修服务 新上架 电梯房 智能电表 非一楼,爱博二村 ,华漕闵行,http://sh.baletu.com/house/5776717.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=43,3880,合租,18,-,申滨路宁虹路,244,4.5,9892人评论,2019-10-28 发布
44,2853432,锦秋花园八期-宝山 近地铁 独卫 新上架 非一楼 朝南,锦秋花园八期 ,上大宝山,http://sh.baletu.com/house/2853432.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=44,2880,合租,32,7,-,457,4.5,2732人评论,2019-10-28 发布
45,4920238,绿庭尚城-松江 新上架 非一楼,绿庭尚城 ,九亭松江,http://sh.baletu.com/house/4920238.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=45,2350,合租,15,9,-,1238,4.5,9445人评论,2019-10-28 发布
46,6052024,金地玺湾-松江 近地铁 新上架 非一楼 朝南,金地玺湾 ,泗泾松江,http://sh.baletu.com/house/6052024.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=46,1750,合租,12,-,-,1238,4.5,5402人评论,2019-10-28 发布
47,2124976,爱博二村-闵行 独卫 维修服务 新上架 电梯房 智能电表 非一楼 主卧,爱博二村 ,华漕闵行,http://sh.baletu.com/house/2124976.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=47,3200,合租,35,-,申滨路宁虹路,244,4.5,9892人评论,2019-10-28 发布
48,1466239,绿庭尚城-松江 新上架 电梯房 非一楼,绿庭尚城 ,九亭松江,http://sh.baletu.com/house/1466239.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=48,2200,合租,23,9,-,1238,4.5,5483人评论,2019-10-28 发布
49,1115494,枫叶公寓-虹口 近地铁 新上架 电梯房 非一楼 朝南,枫叶公寓 ,江湾镇虹口,http://sh.baletu.com/house/1115494.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=49,2360,合租,16,3,-,292,4.5,10802人评论,2019-10-28 发布
50,1279014,新凯城丁香苑-松江 带阳台 新上架 电梯房 非一楼,新凯城丁香苑 2室2厅1卫,泗泾松江,http://sh.baletu.com/house/1279014.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=50,3500,整租,80,9,-,921,4.5,924人评论,2019-10-28 发布
51,2763761,永灵小区（阳城路101弄）-宝山 近地铁 带阳台 新上架 非一楼,永灵小区（阳城路101弄） ,大华宝山,http://sh.baletu.com/house/2763761.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=51,1600,合租,15,7,-,833,4.5,920人评论,2019-10-28 发布
52,1121463,紫东新苑-松江 新上架 电梯房 非一楼,紫东新苑 ,松江大学城松江,http://sh.baletu.com/house/1121463.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=52,1280,合租,15,-,滨湖路文翔路,193,4.5,286人评论,2019-10-28 发布
53,6115037,开元广场-松江 新上架 电梯房 非一楼,开元广场 ,松江新城松江,http://sh.baletu.com/house/6115037.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=53,1450,合租,12,-,-,193,4.5,286人评论,2019-10-28 发布
